企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
中国邮政集团公司内蒙古自治区鄂托克前旗分公司,9115062381705218XD,1991-01-26,N/A,曹红梅,"N/A","许可经营项目：无一般经营项目：邮政基础业务、邮政增值业务、邮政附属业务（分支机构经营），物流配送，房屋租赁，供暖服务；第二类增值电信业务（除ＩＳＰ）包括呼叫中心业务、存储转发业务、信息服务业务；农副产品购销，化肥、饲料及饲料添加剂、农机具、农膜销售；报刊零售；媒体广告",内蒙古,鄂尔多斯,"鄂托克前旗敖镇沙日塔拉西街43号"
呼伦贝尔市光华水泥制品厂,91150702115191820B,1991-02-10,N/A,张增书,"88(万)","许可经营项目：提供劳务。 一般经营项目：水磨石板材、水泥制品",内蒙古,呼伦贝尔,"海拉尔区建设乡互助村"
中国邮政集团公司内蒙古自治区乌审旗分公司,91150626117140656P,1991-04-05,N/A,吴勇,"186(万)","许可经营项目：预包装食品（不含乳制品）零售； 一般经营项目：邮政基础业务、邮政增值业务、邮政附属业务；代办移动、联通、电信业务；报刊零售；通讯终端产品、通讯设备、日用百货、烟草制品、家用电器、电子产品、文化用品、挂历、贺卡、金银制品、化肥销售；设计、制作、代理、发布户外广告，发布商函、信函、媒体广告",内蒙古,鄂尔多斯,"内蒙古自治区鄂尔多斯市乌审旗嘎鲁图镇达布察克路"
镶黄旗农村信用合作联社文贡乌拉信用社,91152528756662442G,1991-05-19,N/A,白嘎拉,"N/A","办理企业存款、贷款、会计结算业务及储蓄业务＊＊＊(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",内蒙古,锡林郭勒,"文贡勿拉苏木"
镶黄旗农村信用合作联社新宝力嘎信用社,911525287566624180,1991-05-19,N/A,孟克巴特尔,"N/A","办理企业存款、贷款、会计结算业务及储蓄业务＊＊＊",内蒙古,锡林郭勒,"新宝拉格镇"
镶黄旗农村信用合作联社巴音塔拉信用社,9115252875666240X0,1991-05-19,N/A,朝鲁门,"N/A","办理企业存款、贷款、结算业务、办理储蓄业务＊＊＊",内蒙古,锡林郭勒,"巴音塔拉镇"
镶黄旗农村信用合作联社呼格吉勒图信用社,91152528756662434M,1991-05-19,N/A,敖登其木格,"N/A","办理企业贷款、存款、会计结算业务及储蓄业务＊＊＊",内蒙古,锡林郭勒,"新宝拉格镇财政局楼"
中国邮政集团公司内蒙古自治区鄂伦春自治旗甘河支局,91150723815467402H,1991-05-28,N/A,胡国霞,"N/A","许可经营项目：邮政基础业务、邮政增值业务、邮政附属业务、房屋出租、物流配送、信息服务、销售报刊、电信卡类一般经营项目：无(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓",内蒙古,呼伦贝尔,"内蒙古自治区呼伦贝尔市鄂伦春自治旗甘河镇中央路"
中国邮政集团公司内蒙古自治区扎赉特旗乌塔其支局,91152223570621319P,1991-05-29,N/A,宁国庆,"N/A","许可经营项目：无一般经营项目：邮政基础业务、邮政增值业务、邮政附属业务、邮政储蓄业务、化肥零售。出售信封，出租房屋，发布广告，代办短信业务",内蒙古,兴安,"内蒙古自治区兴安盟扎赉特旗乌塔其农场所在地"
鄂尔多斯市汽车运输集团有限公司锡尼镇汽车站,91150625817115275X,1991-06-20,N/A,王成祥,"N/A","汽车运货、长途汽车客运（国家法律、法规规定应经审批的未获审批前不得生产经营）",内蒙古,鄂尔多斯,"内蒙古自治区鄂尔多斯市　杭锦旗锡尼镇锡尼路"
呼伦贝尔市海拉尔区建设基层供销合作社,91150702115223618J,1991-06-27,国有企业,高明华,"31万人民币","农副产品购销、农膜、化肥、日用杂货、百货、五金、交电、农机具及配件销售；种子、农药、副食品销售（限分支机构经营）（国家法律、法规规定应经审批的未获审批前不得生产经营）",内蒙古,呼伦贝尔,"海拉尔区建设镇正阳街"
包钢综合企业集团公司金属压力加工厂,911502032398124816,1991-07-11,集体所有制,付保刚,"190万人民币","许可经营项目：无 一般经营项目：冷扎带钢、冷拔丝、带钢、金属制品的生产、销售、锻压、劳务、钢材的销售、铆焊废次管加工、钢材改制、小型偏钢；镀锌加工；场地租赁",内蒙古,包头,"包钢带钢厂路东侧"
内蒙古电力(集团)有限责任公司,91150000114115818T,1991-07-23,N/A,王玉成,"465,862.9267(万)","电力供应、技术服务，蒸汽车热供应，电力工程勘察设计，企业自产产品及相关技术出口业务；企业生产、科研所需原辅材料，机械设备，仪器仪表，零配件等商品及相关技术进口业务；承办中外合资经营、合作生产及开展三来一补业务；承包本行业境外工程和境内国际招标工程及上述境外工程所需设备、材料出口；对外派遣本行业工程生产及服务劳务人员，燃料化工（除专营），金属冶炼延加工业，电器器材，建材，纸及办公用品，橡胶制品，皮革，家具，纺织品，服装加工，食品加工，农副产品，酒，饮料，贮运，餐饮，娱乐服务，百货",内蒙古,呼和浩特,"内蒙古自治区呼和浩特市赛罕区锡林南路28号"
内蒙古煤炭建设工程(集团)总公司,9115000011411169XU,1991-08-27,N/A,杜刚,"6,500(万)","许可经营项目：无 一般经营项目：房屋建筑工程二级企业；公路工程二级企业；市政公用工程二级企业；地基与基础工程二级企业；钻凿各类供水井、灌注桩基孔工程壹级；地质勘察；机电设备安装工程、城市及道路照明工程建筑装修装饰工程；土石方工程（二级企业）；甲级：固体矿产勘查；气体矿产勘查；地球物理勘查；勘查工程施工（石油天然气钻井工程施工）；乙级：水文地质、工程地质、环境地质调查；工程监理甲级：矿山（煤田、有色、石油天然气）水文、工程、环境、地球物理地质勘查和地质测量的建设工程监理及煤田灭火、矿产地质调查、煤层气勘查和灾害地质工程的建设监理；机械设备租赁；自有房地产经营活动",内蒙古,呼和浩特,"内蒙古自治区呼和浩特市新城区海拉尔东街23号"
土默特左旗农村信用合作联社察素齐信用社,91150121MA0MXF0F07,1991-09-25,N/A,董迎宾,"N/A","办理存款、贷款、票据贴现、国内结算业务；办理个人储蓄业务；代理其他银行的金融业务；代理收付款项及受托代办保险业务；买卖政府债券；代理发行、代理兑付、承销政府债券；提供保险箱业务；由县联社统一办理资金融通调剂业务；办理经中国人民银行批准的其他业务。＊＊＊(国家法律、法规规定的应经审批的未获审批前不得生产经营)",内蒙古,呼和浩特,"土默特左旗察素齐镇人民路24号"
土默特左旗农村信用合作联社十字路分社,91150121MA0N2EUH7J,1991-09-25,N/A,云雅军,"N/A","办理存款、贷款、票据贴现、国内结算业务，办理个人储蓄业务，代理其他银行金融业务，代理收付款项及受托代办保险业务，买卖政府债券，代理发行、代理兑付、承销政府债券，提供保险箱业务办理经中国人民银行批准的其他业务.***",内蒙古,呼和浩特,"内蒙古呼和浩特市土默特左旗察素齐镇人民路东长安街北"
土默特左旗农村信用合作联社友好分社,91150121MA0MWYMR5W,1991-09-25,N/A,杜鹏飞,"N/A","办理存款、贷款、票据贴现、国内结算业务、办理个人储蓄业务、代理其他银行的金融业务；代理收付款项及受托代办保险业务买卖政府债券、提供保险箱业务，办理经中国人民银行批准的其他业务.***",内蒙古,呼和浩特,"察素齐镇长安东街"
土默特左旗农村信用合作联社中山分社,91150121MA0N2EUG9P,1991-09-25,N/A,郭丽君,"N/A","办理存款、贷款、票据、贴现、国内结算业务，办理个人储蓄业务，代理其他银行的金融业务，代理收付款项及受托代办保险业务，买卖政府债券，提供保险箱业务，办理经中国人民银行批准的其他的业务．＊**",内蒙古,呼和浩特,"察素齐镇汽车站西"
包头市大和兴塑料制品有限责任公司,91150202701231979M,1991-10-08,有限责任公司,杜耀,"52万人民币","许可经营项目：无 一般经营项目：仅限为职工代缴各种保险",内蒙古,包头,"东河区西脑包前街甲１７４号"
内蒙古彩利塑料包装有限公司,91150105701227232X,1991-10-23,有限责任公司,高玉虎,"200万人民币","彩印商标袋、各种塑料复合袋",内蒙古,呼和浩特,"内蒙古自治区呼和浩特市赛罕区呼凉公路２公里处"
鄂托克前旗万礼米面加工厂,92150623MA0N6DN61K,1991-11-25,个体工商户,赵万礼,"N/A","粮食加工服务",内蒙古,鄂尔多斯,"内蒙古自治区鄂尔多斯市敖镇零公里"
包头市东河区河东供销合作社什大股分销店,91150202MA0MWKA42L,1991-12-05,集体经营单位(非法人),焦占云,"N/A","许可经营项目：卷烟零售、雪茄烟零售",内蒙古,包头,"河东乡什大股村"
乌审旗农村信用合作联社嘎鲁图分社,91150626817144287K,1991-12-09,N/A,石静,"N/A","许可经营项目：金融业务。 一般经营项目：无",内蒙古,鄂尔多斯,"内蒙古自治区鄂尔多斯市乌审旗嘎鲁图镇达布察克路"
