企业名称,统一社会信用代码,注册日期,企业类型,法人代表,注册资金,经营范围,所在省份,地区,注册地址
灵宝市川口供销社百货针织门市部,91411282MA3XA1K66U,1987-01-01,集体经营单位(非法人),靳春苗,"N/A","百货。纺织品、文化用品。",河南,三门峡,"灵宝市川口乡川口街"
杞县湖岗供销合作社,91410221MA3XA9WW7T,1987-01-09,集体所有制,何欢迎,"106万人民币","针织纺品、日杂、百货、预包装食品（限分支机构经营）、农副产品、化肥、农药",河南,开封,"杞县湖岗乡湖岗集"
嵩县何村供销社第一批发零售门市部,91410325MA40CBF3XK,1987-01-10,集体分支机构(非法人),王建设,"N/A","纺织品、服装、鞋帽、日用百货、日用杂品、预包装食品、乳制品（不含婴幼儿配方乳粉）、饮料、烟草",河南,洛阳,"嵩县城关镇北店街"
新密市新发纸制品厂,91410183170553708J,1987-01-11,集体所有制,白卫东,"140万人民币","涂布纸加工销售；废纸收购。",河南,郑州,"新密市大隗镇铁匠沟村"
汝州市骑岭供销合作社批发部,91410482MA4041YEXL,1987-01-13,集体分支机构(非法人),潘丙强,"N/A","百货 针纺 棉织品 五金 日杂、化肥、农膜*",河南,平顶山,"汝州市西关南拐124号"
三门峡市陕州区供销合作总社陕州宾馆,914112001747495562,1987-01-14,集体所有制,韩灵银,"85.9万人民币","住宿。兼营：主食、炒菜、酒水；小百货、针纺织品；房屋租赁；停车。",河南,三门峡,"建设路东段10号"
林州市姚村供销社西张分销店,91410581MA3X92AA2L,1987-01-22,集体分支机构(非法人),李军凯,"N/A","零售：百货 预包装食品 散装食品 乳制品含婴幼儿配方乳粉）副食 日用品 针织 五金交电 卷烟 农业生产资料 种子 烟花 爆竹",河南,安阳,"姚村镇西张村"
中国邮政集团公司洛阳市报刊零售分公司,91410300MA405DP06P,1987-02-07,N/A,葛晓辉,"N/A","许可经营项目：国内版出版物零售。",河南,洛阳,"洛阳市西工区车站道南路50号"
洛阳铜加工厂实业公司,91410305171274313X,1987-02-12,集体所有制,张煜升,"1000万人民币","主营：硫酸铜，氧化铜、铁制集装箱，机械零件加工，木制包装箱、铜材加工，铜铝压铸件，螺纹管，金属结构制品，门架升降机，暖气片的生产；铜材销售。兼营：结晶器总成、五金交电、日用百货、理发，建筑材料的销售；机电设备及配件修理、制造及销售；金属材料、服装、拖把、手套、工艺品、包装品的制造和销售；机动车辆及...",河南,洛阳,"涧西区建设路43号"
巩义市西村建新机械厂,92410181MA40MQGM71,1987-02-17,个体工商户,李建波,"N/A","加工：车床、电气焊。",河南,郑州,"巩义市西村镇永安路"
